Code,Group,Family,Species,P50,KS,AL/ AS,D,WD,Height,?,MAT,MAP,VPD,MI,TS,PS,MTCM,PDM,Latitude,Longitude,References,Location,Country
1011 ,Ang,Salicaceae,Populus tremuloides,-2.39 ,2.80 ,,,,,3.716666698,9.40 ,439.00 ,0.761959222,0.3718,827.2080462,51.78640568,-10.89599991,20,53°32' N,113°31'W,"Hillabrand, 2016, Plant, Cell and Environment",downslope of the University of Alberta,Canada
2061 ,Ang,Salicaceae,Populus tremuloides,-2.71 ,,,,,,3.924999992,2.16 ,518.00 ,0.788358225,1.2058,755.3609116,9.35195921,-11.75599957,35,40°36' N,111°34' W,"Sperry & Sullivan, 1992, Plant Physiology; Sperry, 1994, Ecology",Utah,USA
2408 ,Ang,Salicaceae,Populus tremuloides,,0.29 ,0.52 ,,,,2.083333304,4.38 ,623.00 ,0.440778781,0.7914,893.3477051,24.3006326,-15.5880003,33,53°45' N,122°42' W,"Wang, 2005,  Can. J. For. Res.","Prince George, British Columbia",Canada
2409 ,Ang,Salicaceae,Populus trichocarpa,,0.33 ,0.45 ,,,,2.083333304,4.38 ,623.00 ,0.440778781,0.7914,893.3477051,24.3006326,-15.5880003,33,53°45' N,122°42' W,"Wang, 2005,  Can. J. For. Res.","Prince George, British Columbia",Canada
1365 ,Ang,Salicaceae,Populus ussuriensis,-1.83 ,3.49 ,0.49 ,26.70 ,0.45 ,10.63 ,1.833333333,3.27 ,661.00 ,0.432660541,0.8044,1257.058799,95.56655616,-21.12800026,5,42°24'N,128°29'E,"Liu, 2019, Science Advances; Yang, 2019, Tree Physiology; Yin, 2018, New Phytologist",Jilin Province,China
2747 ,Ang,Salicaceae,Populus ussuriensis,,,,,0.46 ,,1.974999994,3.38 ,746.00 ,0.477410407,0.9118,1315.107456,97.50753008,-22.3920002,7,42°27´N,127°24´E,"Yang, 2020, Forests",Jilin Province,China
1338 ,Ang,Rosaceae,Potentilla fruticosa,,0.99 ,0.45 ,,0.69 ,1.75 ,2.691666663,-0.05 ,665.00 ,0.355473692,0.8908,726.8398641,87.44356515,-16.45999908,2,34°19'N,102°44'E,"Liu, 2019, Science Advances",,China
2248 ,Ang,Rosaceae,Potentilla fruticosa,,0.99 ,0.45 ,,0.69 ,,2.24999996,2.97 ,569.00 ,0.37155782,0.6592,787.7826325,89.13040335,-15.11999989,1,34°59'N,102°54'E,"This study; Zhu, 2018, Tree Physiology",Gansu province,China
2502 ,Ang,Rosaceae,Potentilla fruticosa,,,0.35 ,,,,2.816666643,2.32 ,776.00 ,6.982331523,1.0537,659.7644595,96.74401021,-12.15600014,2,29°27'N,101°36'E,"Xu, 2020, New Phytologist",Sichuan province,China
2622 ,Ang,Rosaceae,Potentilla fruticosa,,0.17 ,0.07 ,,0.79 ,,3.25000002,0.42 ,782.00 ,7.326257104,1.3644,679.4209524,92.66621245,-13.25599957,3,29°54'N,102°00'E,"Xu, 2020, New Phytologist",Sichuan province,China
2632 ,Ang,Rosaceae,Potentilla fruticosa,,0.20 ,0.16 ,,0.63 ,,3.325000008,0.42 ,782.00 ,7.326257104,1.4815,679.4209524,92.66621245,-13.25599957,3,29°55'N,102°01'E,"Xu, 2020, New Phytologist",Sichuan province,China
2509 ,Ang,Rosaceae,Potentilla fruticosa var. arbuscula,,,0.33 ,,,,2.924999992,0.31 ,780.00 ,3.611983221,1.1344,674.6779187,95.99849388,-13.99600029,2,29°31'N,101°40'E,"Xu, 2020, New Phytologist",Sichuan province,China
1339 ,Ang,Rosaceae,Potentilla glabra,,0.98 ,0.43 ,,0.68 ,1.15 ,2.691666663,-0.05 ,665.00 ,0.355473692,0.8908,726.8398641,87.44356515,-16.45999908,2,34°19'N,102°44'E,"Liu, 2019, Science Advances",,China
2249 ,Ang,Rosaceae,Potentilla glabra,,0.98 ,0.44 ,,0.68 ,,2.24999996,2.97 ,569.00 ,0.37155782,0.6592,787.7826325,89.13040335,-15.11999989,1,34°59'N,102°54'E,"This study; Zhu, 2018, Tree Physiology",Gansu province,China
1955 ,Ang,Moraceae,Poulsenia armata,,,,,0.43 ,,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"Santiago, 2004, Oecologia",near the Caribbean coast of Panama,Panama
1956 ,Ang,Moraceae,Pourouma bicolor,,,,,0.45 ,,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"Santiago, 2004, Oecologia",near the Caribbean coast of Panama,Panama
N68,Ang,Sapotaceae,Pouteira caimito,,0.93 ,0.79 ,,0.66 ,,0.933333327,27.11 ,2361.00 ,0.967750517,0.9,42.79068225,42.88318898,21.69199944,87,5°3?36?N,74°49?48?W,"Vargas, 2021, New Phytologist",Jabiru,Colombia
144 ,Ang,Sapotaceae,Pouteria anomala,-1.01 ,,,,,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4227,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Barros, 2019, New Phytologist","Manaus, Amazonas",Brazil
739 ,Ang,Sapotaceae,Pouteria anomala,-1.80 ,,,,,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4252,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Fontes, 2020, New Phytologist",Reserva Biol ogica do Cuieiras (ZF-2),Brazil
1937 ,Ang,Sapotaceae,Pouteria anomala,-1.77 ,2.94 ,0.68 ,,0.66 ,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
1938 ,Ang,Sapotaceae,Pouteria decorticans,-2.92 ,3.08 ,0.83 ,,0.82 ,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
145 ,Ang,Sapotaceae,Pouteria erythrochrysa,-3.92 ,,,,,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4227,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Barros, 2019, New Phytologist","Manaus, Amazonas",Brazil
740 ,Ang,Sapotaceae,Pouteria erythrochrysa,-1.98 ,,,,,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4252,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Fontes, 2020, New Phytologist",Reserva Biol ogica do Cuieiras (ZF-2),Brazil
20 ,Ang,Sapotaceae,Pouteria firma,,1.68 ,0.40 ,40.70 ,,36.10 ,1.208333343,21.09 ,1997.00 ,0.725864083,1.393,41.63576929,29.39761851,15.43999958,96,1°29'S,120°04'E,"Alexandra, 2015, Flora",Central Sulawesi,Indonesia
2816 ,Ang,Sapotaceae,Pouteria firma,,1.68 ,0.40 ,40.70 ,,36.10 ,1.166666677,21.09 ,1997.00 ,0.725864083,1.3865,41.63576929,29.39761851,15.43999958,96,1°29'S,120°04'E,"Zach, 2010, Flora",Sulawesi,Indonesia
1939 ,Ang,Sapotaceae,Pouteria venosa,-2.15 ,1.33 ,,,,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
3076 ,Ang,Sapotaceae,Pradosia cochlearia,-6.25 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science","Guiana Shield, French Guiana",France (overseas territories)
2835 ,Ang,Lamiaceae,Premna scandens,-2.99 ,2.22 ,,,0.44 ,,1.225000004,20.88 ,1683.00 ,0.85605524,1.0122,338.2657063,78.45212263,10.92399979,17,21°36?N,101°35?E,"Zhang, 2019, Tree Physiology",Yunnan province,China
1124 ,Ang,Celastraceae,Prionostemma aspera,-1.14 ,0.71 ,0.47 ,,0.58 ,,1.916666647,26.94 ,2169.00 ,0.756386424,1.2534,65.14634424,68.85282668,22.84545517,16,9°00'N,79°33'W,"Johnson, 2013, American Journal of Botany",near Panama City,Panama
1139 ,Ang,Fabaceae,Prosopis glandulosa,-4.50 ,,,,,,3.99999998,17.96 ,600.00 ,1.300554698,0.3724,737.0400322,40.15801859,0.483999997,25,30°55' N,99°54' W,"Johnson, 2018, Plant, Cell & Environment",Texas ,USA
1012 ,Ang,Fabaceae,Prosopis velutina,-2.28 ,0.38 ,0.15 ,41.45 ,0.68 ,,3.075000028,17.01 ,528.00 ,1.865581178,0.2885,669.0456061,75.18029209,-0.572000027,5,31°47' N,110°54' W,"Hultine, 2006, Tree Physiology",southeastern Arizona,USA
1819 ,Ang,Fabaceae,Prosopis velutina,-1.36 ,2.50 ,,33.60 ,,,3.041666667,18.41 ,391.00 ,1.813401252,0.2265,703.9524282,77.36163668,-0.032000002,5,32°01' N,110°37' W,"Pockman & Sperry, 2000, American Journal of Botany","Pima County, Arizona",USA
1054 ,Ang,Proteaceae,Protea laurifolia,,0.27 ,,24.19 ,0.52 ,8.00 ,3.683333317,14.30 ,602.00 ,1.077447454,0.5989,373.0088434,47.52210499,2.832000017,25,33°56' S,19°31' E,"Jacobsen, 2007a, 2009",Western Cape Province,South Africa
1055 ,Ang,Proteaceae,Protea repens,-3.81 ,1.42 ,,24.25 ,0.58 ,4.50 ,3.683333317,14.30 ,602.00 ,1.077447454,0.5989,373.0088434,47.52210499,2.832000017,25,33°56' S,19°31' E,"Jacobsen, 2007a, 2009",Western Cape Province,South Africa
158 ,Ang,Burseraceae,Protium apiculatum,-1.94 ,,,,,,1.341666689,26.36 ,1934.00 ,0.636951369,1.3225,59.60847558,71.64908622,21.23999977,32,2°31'S,54°35'W,"Barros, 2019, New Phytologist","Manaus, Amazonas",Brazil
741 ,Ang,Burseraceae,Protium divariatum,-0.98 ,1.27 ,0.82 ,,0.58 ,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4252,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Fontes, 2020, New Phytologist",Reserva Biol ogica do Cuieiras (ZF-2),Brazil
1730 ,Ang,Burseraceae,Protium gallosum,-2.54 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
1731 ,Ang,Burseraceae,Protium grandifolium,-1.25 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
146 ,Ang,Burseraceae,Protium hebetatum,-1.49 ,,,,,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4227,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Barros, 2019, New Phytologist","Manaus, Amazonas",Brazil
742 ,Ang,Burseraceae,Protium hebetatum,-1.24 ,0.06 ,0.07 ,,0.54 ,,1.166666687,26.44 ,2352.00 ,0.788916395,1.4252,44.22227014,42.47501585,21.47200012,81,2°37'S,60°13'W,"Fontes, 2020, New Phytologist",Reserva Biol ogica do Cuieiras (ZF-2),Brazil
1732 ,Ang,Burseraceae,Protium hebetatum,-3.10 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
748 ,Ang,Burseraceae,Protium llanorum,-1.31 ,1.32 ,0.58 ,,0.51 ,,1.216666679,26.65 ,2208.00 ,0.877515311,1.378,54.49266593,47.26506448,21.69600105,80,2°09'S,59°00'W,"Fontes, 2020, New Phytologist",Amazon Tall Tower Observatory (ATTO),Brazil
1733 ,Ang,Burseraceae,Protium nitidifolium,-2.91 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
3095 ,Ang,Burseraceae,Protium opacum,-2.41 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science; Marechaux, 2015, Functional Ecology","Guiana Shield, French Guiana",France (overseas territories)
553 ,Ang,Burseraceae,Protium panamense,-1.62 ,1.94 ,,,0.62 ,,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"De Guzman, 2020, Tree Physiology",near the Caribbean coast of Panama,Panama
1618 ,Ang,Burseraceae,Protium panamense,-1.70 ,,,,,16.00 ,1.974999984,26.20 ,2501.00 ,0.620433427,2.4056,55.1326178,61.10977054,22.31999969,24,9°17' N,79°58' W,"Meinzer, 2008, Oecologia; Johnson, 2009, Tree Physiology",near the Caribbean coast of Panama,Panama
1940 ,Ang,Burseraceae,Protium paniculatum,,3.51 ,0.85 ,,,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
1941 ,Ang,Burseraceae,Protium pilosimum,,3.48 ,1.45 ,,,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
3077 ,Ang,Burseraceae,Protium sagotianum,-4.94 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science","Guiana Shield, French Guiana",France (overseas territories)
1989 ,Ang,Burseraceae,Protium sp,,7.40 ,0.23 ,,0.44 ,,1.816666663,20.44 ,1516.00 ,0.963975451,1.09,123.7480541,79.60995496,11.52799988,8,15°56' S,47°53' W,"Scholz, 2008, Journal of Plant Physiology",south of Brasilia,Brazil
3078 ,Ang,Burseraceae,Protium subserratum,-2.93 ,,,,,,2.158333331,25.74 ,2796.00 ,0.649499163,1.8807,45.73945121,49.59006205,21.01600075,68,5°16'N,52°55'W,"Ziegler, 2019, Annals of Forest Science","Guiana Shield, French Guiana",France (overseas territories)
1942 ,Ang,Burseraceae,Protium tenuifolium,-2.29 ,3.41 ,0.88 ,,0.52 ,,1.724999984,26.11 ,2200.00 ,0.714118781,1.282,47.26106932,58.15009262,20.47200012,48,1°43'S,51°27'W,"Rowland, 2020, New Phytologist",eastern Amazonia,Brazil
1734 ,Ang,Burseraceae,Protium trifoliolatum,-1.33 ,,,,,,1.141666691,26.88 ,2216.00 ,0.839025411,1.3428,52.339996,49.8643603,22.24399948,59,03°08'S,59°53'W,"Oliveire, 2019, New Phytologist",Manaus,Brazil
1782 ,Gym,Podocarpaceae,Prumnopytis ferruginea,-5.58 ,0.48 ,,11.50 ,0.74 ,,5.166666706,14.12 ,1366.00 ,NA,1.4938,305.6655164,20.40526179,6.133333206,83,37°25' S,175°43' E,"Pittermann, 2006a, 2006b","Waikatere, North Island",New Zealand
520 ,Ang,Rosaceae,Prunus avium,-4.76 ,,,48.41 ,0.65 ,12.00 ,3.283333341,9.55 ,707.00 ,0.562120773,0.9201,581.9455584,27.5665858,-3.023999929,37,45°43' N,3°3' E,"Cochard, 2007, Tree Physiology",Clermont-Ferrand,France
524 ,Ang,Rosaceae,Prunus avium,-4.76 ,,,,,,3.683333278,8.39 ,807.00 ,0.562120773,1.0277,578.1804918,21.79634086,-3.823999882,45,45°41' N,3° E,"Cochard, 2008, Journal of Plant Physiology",Auvergne Volcano Park,France
1756 ,Ang,Rosaceae,Prunus avium,,0.92 ,,,0.56 ,3.83 ,6.400000056,6.54 ,406.00 ,0.488371917,0.5609,461.8872988,49.34328165,-5.504000187,15,46°11' S,71°37' W,"Peschiutta, 2013, Trees",Santa Cruz province,Argentina
1757 ,Ang,Rosaceae,Prunus avium,,0.42 ,,,0.56 ,3.20 ,6.400000056,6.54 ,406.00 ,0.488371917,0.5609,461.8872988,49.34328165,-5.504000187,15,46°11' S,71°37' W,"Peschiutta, 2013, Trees",Santa Cruz province,Argentina
1758 ,Ang,Rosaceae,Prunus avium,,1.28 ,,,0.54 ,3.88 ,6.400000056,6.54 ,406.00 ,0.488371917,0.5609,461.8872988,49.34328165,-5.504000187,15,46°11' S,71°37' W,"Peschiutta, 2013, Trees",Santa Cruz province,Argentina
1084 ,Ang,Rosaceae,Prunus ilicifolia,-4.39 ,0.71 ,,26.78 ,0.68 ,,3.633333345,16.29 ,426.00 ,1.125048534,0.4043,426.7080897,99.9189354,5.268000126,1,34°06' N,118°39' W,"Jacobsen, 2007c, Ecological Monographs",Southern California,USA
1915 ,Ang,Rosaceae,Prunus ilicifolia,-4.87 ,,,,,,3.033333361,15.72 ,443.00 ,1.235994051,0.4577,514.632028,90.34097219,2.019999981,2,33°39'N,117°24'W,"Ramirez, 2020, Conservation Physiology",California,USA
1905 ,Ang,Rosaceae,Prunus ilicifolia ssp. Lyonii,-5.49 ,,,,,,3.566666702,16.15 ,341.00 ,0.682563246,0.3127,321.3511065,99.04029823,7.554166794,1,33°24'N,118°24'W,"Ramirez, 2020, Conservation Physiology",California,USA
523 ,Ang,Rosaceae,Prunus mahaleb,-5.55 ,,,47.36 ,0.77 ,3.00 ,2.699999988,11.29 ,598.00 ,0.592509912,0.6645,603.3775522,38.21785488,-2.052000046,27,45°47' N,3°09' E,"Cochard, 2007, Tree Physiology",Clermont-Ferrand,France
527 ,Ang,Rosaceae,Prunus mahaleb,-5.37 ,,,,,,2.950000008,10.29 ,655.00 ,0.592509912,0.7525,582.5256024,32.04087501,-2.528000116,32,45°45' N,3°3' E,"Cochard, 2008, Journal of Plant Physiology",Limagne valley,France
1972 ,Ang,Rosaceae,Prunus mahaleb,-5.36 ,,,,0.84 ,,2.224999984,13.22 ,1284.00 ,0.550608952,1.2953,680.3336276,20.82444629,0.263999999,70,45°38'N,13°48''E,"Savi, 2019, Tree Physiology",Trieste,Italy
521 ,Ang,Rosaceae,Prunus padus,-3.54 ,,,41.40 ,0.61 ,10.00 ,3.283333341,9.55 ,707.00 ,0.562120773,0.9201,581.9455584,27.5665858,-3.023999929,37,45°43' N,3°3' E,"Cochard, 2007, Tree Physiology",Clermont-Ferrand,France
525 ,Ang,Rosaceae,Prunus padus,-3.54 ,,,,,,3.683333278,8.39 ,807.00 ,0.562120773,1.0277,578.1804918,21.79634086,-3.823999882,45,45°41' N,3° E,"Cochard, 2008, Journal of Plant Physiology",Auvergne Volcano Park,France
2165 ,Ang,Rosaceae,Prunus padus,,1.10 ,1.15 ,,0.52 ,,2.383333345,14.83 ,1141.00 ,0.681450467,1.1928,885.8909326,59.00553992,-2.440000057,20,31°48'N,114°04'E,This study,Henan province,China
2086 ,Ang,Rosaceae,Prunus persica,-1.77 ,,,,,,2.683333298,12.06 ,209.00 ,1.331817061,0.18,973.1224656,28.68156641,-8.812000275,7,37°51'N,110°12'W,"Sperry, 2012, Plant, Cell and Environment",Utah,USA
1133 ,Ang,Rosaceae,Prunus serotina,-4.88 ,0.55 ,,,,7.20 ,2.408333331,14.83 ,1165.00 ,0.832321853,0.9181,793.5546533,10.60838144,-2.815999985,80,35°59' N,79°05' W,"Johnson, 2016, Tree physiology",North Carolina,USA
3194 ,Ang,Rosaceae,Prunus serrulata,-3.49 ,1.45 ,,,,,1.608333329,13.31 ,647.00 ,0.686999546,0.5277,948.9971862,72.73185173,-6.144000053,5,34°14´N,108°06´E,"???, 2012, ????",Shanxi province,China
522 ,Ang,Rosaceae,Prunus spinosa,-5.36 ,,,44.47 ,0.62 ,2.00 ,3.283333341,9.55 ,707.00 ,0.562120773,0.9201,581.9455584,27.5665858,-3.023999929,37,45°43' N,3°3' E,"Cochard, 2007, Tree Physiology",Clermont-Ferrand,France
526 ,Ang,Rosaceae,Prunus spinosa,-5.27 ,,,,,,3.683333278,8.39 ,807.00 ,0.562120773,1.0277,578.1804918,21.79634086,-3.823999882,45,45°41' N,3° E,"Cochard, 2008, Journal of Plant Physiology",Auvergne Volcano Park,France
1991 ,Ang,Pinaceae,Psedotsuga menziessi,,,,,,55.00 ,3.508333286,5.83 ,1317.00 ,0.544323708,1.6643,547.2715296,65.71898029,-6.891999722,22,44° N,122° W,"Scholz, 2011, Size-and age-related changes in tree structure and function","H. J. Andrews Experimental Forest, Oregon",USA
3113 ,Ang,Malvaceae,Pseudobombax septenatum,-1.00 ,1.60 ,0.30 ,,0.25 ,,1.608333349,26.51 ,2440.00 ,0.651162324,1.8771,63.25839735,64.44993932,22.71999931,16,9°10' N,79°51' W,"Zotz, 1994, New Phytologist; Machado & Tyree, 1994, Tree Physiology",Barro Colorado Island (BCI),Panama
23 ,Gym,Pinaceae ,Pseudotsuga menziesii,-3.29 ,,,,,,3.116666635,0.22 ,327.00 ,0.59716141,0.4165,1425.756026,128.9453995,-27.91199875,1,49°41´N,114°13´W,"Andrews, 2012, Tree Physiology",Southwestern Alberta,Canada
25 ,Gym,Pinaceae ,Pseudotsuga menziesii,-3.42 ,,,,,,3.083333333,-0.02 ,343.00 ,0.58395917,0.4516,1430.464576,126.6628732,-28.12000084,2,49°55´N,114°13´W,"Andrews, 2012, Tree Physiology",Southwestern Alberta,Canada
123 ,Gym,Pinaceae,Pseudotsuga menziesii,-4.78 ,0.31 ,,,,,2.616666655,7.17 ,733.00 ,0.646922595,0.7616,736.4493701,36.03984239,-9.675999641,26,46°50? N,116°43' W,"Baker, 2019, AoB Plants","Princeton, Idaho",USA
129 ,Gym,Pinaceae ,Pseudotsuga menziesii,-2.40 ,,,,0.45 ,,3.116666675,11.23 ,1377.00 ,0.63725769,1.328,538.7626407,60.78753021,-2.71600008,18,44°22´N,122°50´W,"Barnard, 2011, Plant, Cell & Environment",Oregon,USA
131 ,Gym,Pinaceae ,Pseudotsuga menziesii,-2.00 ,,,,0.39 ,,3.433333337,5.04 ,509.00 ,0.661337195,0.5509,678.3710991,50.24606623,-11.77999973,17,43°35´N,121°13´W,"Barnard, 2011, Plant, Cell & Environment",Oregon,USA
263 ,Gym,Pinaceae,Pseudotsuga menziesii,-4.67 ,,,,,,2.99999998,10.93 ,1539.00 ,0.555666844,1.3173,517.9211537,70.73286057,-1.883999944,18,44°38' N,123°17' W,"Bond&Kavanagh, 1999, Tree Physiology; Johnson, 2009, Tree Physiology","Corvallis, Oregon",USA
351 ,Gym,Pinaceae,Pseudotsuga menziesii,,,0.32 ,,,,2.199999998,6.39 ,422.00 ,0.643275931,0.4711,796.629029,23.633778,-12.05200005,26,46°05'N,114°50'W,"Callaway, 2000, Ecosystems","90 km south of Missoula, Montana",USA
473 ,Gym,Pinaceae,Pseudotsuga menziesii,-4.98 ,,,,,,3.108333349,4.98 ,406.00 ,0.680905276,0.455,829.0639635,25.05210589,-13.14799976,26,46°53'N,113°20'W,"Clute, 2020, Oecologia",western Montana,USA
475 ,Gym,Pinaceae,Pseudotsuga menziesii,-4.89 ,,,,,,3.37499998,3.96 ,449.00 ,0.680905276,0.5729,788.2286543,24.58102763,-12.50399971,28,46°53'N,113°18'W,"Clute, 2020, Oecologia",western Montana,USA
577 ,Gym,Pinaceae,Pseudotsuga menziesii,-5.95 ,0.34 ,,14.10 ,0.55 ,,3.133333345,9.20 ,1966.00 ,0.525498726,2.8142,621.1864284,66.00855732,-5.840000153,26,45°49' N,121°57' W,"Domec, 2009, IAWA Journal; Domec, 2004, Oecologia; McCulloh, 2014, Plant, cell and Envirnoment",southern Washington,USA
1764 ,Gym,Pinaceae,Pseudotsuga menziesii,-5.21 ,0.20 ,0.45 ,,,,2.566666683,6.99 ,369.00 ,0.704702676,0.3601,865.4122486,25.45058358,-12.54800034,21,46°55' N,114°05' W,"Piñol & Sala, 2000, Functional Ecology","Missoula, MT",USA
2103 ,Gym,Pinaceae,Pseudotsuga menziesii,-4.87 ,0.39 ,0.77 ,,,,2.441666623,5.46 ,365.00 ,0.631664392,0.346,791.9933992,26.57771507,-11.68000031,22,47° N,114°28' W,"Stout & Sala, 2003, Tree Physiology","Alberton, Montana",USA
2410 ,Gym,Pinaceae,Pseudotsuga menziesii,,0.04 ,0.08 ,,,,2.083333304,4.38 ,623.00 ,0.440778781,0.7914,893.3477051,24.3006326,-15.5880003,33,53°45' N,122°42' W,"Wang, 2005,  Can. J. For. Res.","Prince George, British Columbia",Canada
996 ,Ang,Winteraceae,Pseudowintera axillaris,-3.70 ,,,,,,4.991666675,11.30 ,2105.00 ,0.333167355,3.4692,324.3897652,14.70501513,2.756000042,116,40°48' S,172°28' E,"Hacke, 2007, International Journal of Plant Sciences",Wakamarama Range,New Zealand
994 ,Ang,Winteraceae,Pseudowintera colorata,-4.30 ,,,,,,4.62500002,10.06 ,3611.00 ,0.404992164,4.4945,332.5142522,27.28271558,1.368000031,198,42°52' S,171°10' E,"Hacke, 2007, International Journal of Plant Sciences",West coast of S island,New Zealand
995 ,Ang,Winteraceae,Pseudowintera traversii,-5.62 ,,,,,,5.216666659,10.11 ,2777.00 ,0.333167355,3.878,307.5395121,18.25949133,2.371999979,167,40°48' S,172°27' E,"Hacke, 2007, International Journal of Plant Sciences",Wakamarama Range,New Zealand
2836 ,Ang,Annonaceae,Pseuduvaria trimera,-2.53 ,3.26 ,,,0.45 ,,1.225000004,20.88 ,1683.00 ,0.85605524,1.0122,338.2657063,78.45212263,10.92399979,17,21°36?N,101°35?E,"Zhang, 2019, Tree Physiology",Yunnan province,China
1513 ,Ang,Myrtaceae,Psidium sartorianum,,0.89 ,0.32 ,,0.56 ,,2.950000008,24.77 ,1143.00 ,0.998740338,0.6171,167.8732009,62.51391847,16.2159996,16,16°07' S,61°43' W,"Markesteijn et al, 2011a, 2011b","Near Conception, Santa Cruz",Bolivia
2056 ,Gym,Pinaceae,Psuedotsuga menziesii,-4.62 ,,,,,,3.416666627,5.11 ,495.00 ,0.788358225,0.6225,809.0536305,15.40942263,-12.47599983,30,40°45' N,111°36' W,"Sperry & Ikeda, 1997, Tree Physiology",Utah,USA
2177 ,Ang,Rubiaceae,Psychotria asiatica,-2.52 ,0.87 ,0.49 ,,0.59 ,,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment",Guangdong Province,China
3111 ,Ang,Rubiaceae,Psychotria horizontalis,-4.50 ,0.06 ,0.42 ,,,,1.608333349,26.51 ,2440.00 ,0.651162324,1.8771,63.25839735,64.44993932,22.71999931,16,9°10' N,79°51' W,"Zotz, 1994, New Phytologist; Lopez, 2005, Tree Physiology",Barro Colorado Island (BCI),Panama
619 ,Ang,Rubiaceae,Psychotria vellosiana,,,,,0.42 ,12.00 ,2.316666623,12.79 ,1908.00 ,0.576561968,1.778,299.2870573,65.81115372,1.95599997,37,22°42' S,45°25' W,"Eller, 2018, Plant, Cell and environment",SP,Brazil
2210 ,Ang,Rubiaceae,Psydrax dicocca,-0.76 ,1.57 ,1.22 ,,,,1.87499999,20.60 ,1835.00 ,0.759396395,1.3895,565.6792834,66.92045161,8.623999596,37,23°10' N,112°32' E,"This study; Zhu, 2013, Plant, Cell & Environment; Zhu, 2018, Tree Physiology",Guangdong Province,China
645 ,Ang,Cannabaceae,Pteroceltis tatarinowii,-0.96 ,3.60 ,0.72 ,,,,1.683333327,17.11 ,1321.00 ,0.531200841,1.1745,699.3437258,66.72986946,3.036000013,28,25°26' N,108°05' E,"Fan, 2011, Tree Physiology",Guizhou Province,China
